Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Rother et al. (2014a)	boulder	Roth2014a-11	Roth2014a-C	RAN-SPL-3-4	-43.6222	171.1300	651	3	2.65	0.999	105000	5000	NIST_27900	780000	80000	Z92-0222	2012	15852	790	17376	1744	15466	1103	739	16272	2005	1682	-
Rother et al. (2014a)	boulder	Roth2014a-12	Roth2014a-D	RAN-LEM-1	-43.6181	171.1361	652	4	2.65	0.994	115000	6000	NIST_27900	0	0	0	2012	17595	1017	-	-	17157	1279	899	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-13	Roth2014a-D	RAN-LEM-2	-43.6181	171.1361	652	4	2.65	0.994	122000	6000	NIST_27900	0	0	0	2012	18758	997	-	-	18192	1318	899	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-14	Roth2014a-D	RAN-LEM-3	-43.5744	171.1397	661	4	2.65	0.999	114000	6000	NIST_27900	0	0	0	2012	17247	1017	-	-	16807	1258	888	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-15	Roth2014a-E	RAN-PC-1	-43.5744	171.0761	894	5	2.65	0.995	171000	5000	NIST_27900	1070000	100000	Z92-0222	2012	21420	815	19826	1961	20689	1254	608	18491	2141	1744	-
Rother et al. (2014a)	boulder	Roth2014a-16	Roth2014a-E	RAN-PC-2	-43.5731	171.0769	961	5	2.65	0.995	125000	4000	NIST_27900	0	0	0	2012	14878	610	-	-	14376	890	462	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-17	Roth2014a-E	RAN-PC-3	-43.7517	171.1706	908	5	2.65	0.995	130000	4000	NIST_27900	0	0	0	2012	16111	655	-	-	15570	955	481	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-18	Roth2014a-F	RAN-LC-1	-43.6125	171.0617	709	5	2.65	0.996	110000	4000	NIST_27900	0	0	0	2012	16139	656	-	-	15706	1010	573	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-19	Roth2014a-F	RAN-LC-2	-43.6139	171.0614	698	5	2.65	0.996	114000	3000	NIST_27900	0	0	0	2012	16831	626	-	-	16440	973	434	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-20	Roth2014a-F	RAN-LC-3	-43.6114	171.0611	712	5	2.65	0.996	117000	4000	NIST_27900	0	0	0	2012	17188	648	-	-	16667	1052	572	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-21	Roth2014a-F	RAN-LC-4	-43.6119	171.0586	662	4	2.65	0.999	112000	6000	NIST_27900	0	0	0	2012	16958	987	-	-	16485	1245	887	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-22	Roth2014a-G	RAN-LCR-1	-43.6122	171.0231	738	5	2.65	0.995	107000	4000	NIST_27900	0	0	0	2012	15341	640	-	-	14916	968	560	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-23	Roth2014a-G	RAN-LCR-2	-43.6119	171.0214	726	5	2.65	0.998	103000	6000	NIST_27900	0	0	0	2012	14853	911	-	-	14471	1142	846	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-24	Roth2014a-G	RAN-LCR-3	-43.6103	171.0186	737	5	2.65	0.998	114000	4000	NIST_27900	0	0	0	2012	16333	613	-	-	15851	1008	558	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-25	Roth2014a-G	RAN-LCR-4	-43.6125	171.0192	734	5	2.65	0.998	112000	5000	NIST_27900	0	0	0	2012	16110	780	-	-	15613	1083	700	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-26	Roth2014a-H	RAN-DHHR-1	-43.6189	171.0033	988	5	2.65	0.999	163000	11000	NIST_27900	0	0	0	2012	18838	1312	-	-	18205	1567	1234	-	-	-	-
Rother et al. (2014a)	bedrock	Roth2014a-27	Roth2014a-H	RAN-DHHR-2	-43.6189	171.0036	988	5	2.65	0.999	171000	7000	NIST_27900	0	0	0	2012	19766	894	-	-	19073	1280	785	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-28	Roth2014a-H	RAN-DHHR-3	-43.6186	171.0047	977	5	2.65	0.999	151000	4000	NIST_27900	0	0	0	2012	17561	624	-	-	17035	1010	453	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-29	Roth2014a-H	RAN-DHHR-4	-43.6186	171.0069	957	5	2.65	0.999	159000	6000	NIST_27900	0	0	0	2012	18894	822	-	-	18236	1188	691	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-30	Roth2014a-I	RAN-WR-1	-43.7517	171.1706	588	3	2.65	0.999	107000	4000	NIST_27900	0	0	0	2012	17157	785	-	-	16626	1080	624	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-31	Roth2014a-I	RAN-WR-2	-43.7525	171.1719	581	4	2.65	0.999	98000	4000	NIST_27900	0	0	0	2012	15970	777	-	-	15448	1035	633	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-32	Roth2014a-I	RAN-WR-3	-43.7511	171.1717	592	4	2.65	0.999	112000	3000	NIST_27900	0	0	0	2012	17913	615	-	-	17484	1039	470	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-33	Roth2014a-J	RAN-DH-1	-43.5419	171.0458	1306	5	2.65	0.999	621000	35000	NIST_27900	4320000	290000	Z92-0222	2012	54571	3356	56942	4083	51891	4059	2963	51915	5035	3575	-
Rother et al. (2014a)	boulder	Roth2014a-34	Roth2014a-J	RAN-DH-2	-43.5419	171.0458	1306	5	2.65	0.999	356000	9000	NIST_27900	1960000	170000	Z92-0222	2012	31392	1066	25647	2296	29989	1768	764	23755	2628	2085	-
Rother et al. (2014a)	boulder	Roth2014a-35	Roth2014a-J	RAN-DH-4	-43.5450	171.0425	1320	5	2.65	0.999	562000	18000	NIST_27900	0	0	0	2012	48574	1914	-	-	46166	2883	1496	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-36	Roth2014a-K	RAN-DH-6	-43.5475	171.0486	1340	4	2.65	0.999	1322000	35000	NIST_27900	0	0	0	2012	113195	3963	-	-	107976	6549	2937	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-37	Roth2014a-K	RAN-DH-5	-43.5433	171.0469	1370	4	2.65	0.999	1251000	32000	NIST_27900	7950000	480000	Z92-0222	2012	104479	3539	100308	6796	99788	6000	2617	92196	8671	5827	-
Rother et al. (2014a)	boulder	Roth2014a-38	Roth2014a-K	RAN-DH-3	-43.5450	171.0425	1320	5	2.65	0.999	963000	20000	NIST_27900	5930000	400000	Z92-0222	2012	84404	2544	77895	5660	80405	4652	1704	71194	6988	4974	-
Rother et al. (2014a)	boulder	Roth2014a-39	Roth2014a-L	HER-IH-1	-43.5408	171.1897	730	5	2.65	0.999	215000	8000	NIST_27900	1310000	180000	Z92-0222	2012	30732	1360	27703	4012	29618	1927	1110	25730	3978	3581	-
Rother et al. (2014a)	boulder	Roth2014a-40	Roth2014a-L	HER-IH-2	-43.5331	171.1892	731	5	2.65	0.999	204000	7000	NIST_27900	0	0	0	2012	29151	1185	-	-	28118	1782	972	-	-	-	-
Rother et al. (2014a)	bedrock	Roth2014a-41	Roth2014a-L	HER-IH-3	-43.5322	171.1939	796	5	2.65	0.999	195000	5000	NIST_27900	0	0	0	2012	26465	904	-	-	25458	1503	657	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-42	Roth2014a-L	HER-IH-4	-43.5344	171.1914	773	5	2.65	0.999	192000	6000	NIST_27900	0	0	0	2012	26542	994	-	-	25572	1578	804	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-43	Roth2014a-M	HER-EH-1-1	-43.5458	171.2392	859	4	2.65	0.999	212000	6000	NIST_27900	0	0	0	2012	27000	942	-	-	25958	1564	739	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-44	Roth2014a-M	HER-EH-1-2	-43.5450	171.2397	872	4	2.65	0.999	229000	9000	NIST_27900	0	0	0	2012	28811	1269	-	-	27676	1833	1095	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-45	Roth2014a-N	HER-LE-1-1	-43.5317	171.1778	665	5	2.65	0.999	180000	8000	NIST_27900	1110000	130000	Z92-0222	2012	28258	1343	25785	3221	26351	1830	1179	23126	3151	2739	-
Rother et al. (2014a)	boulder	Roth2014a-46	Roth2014a-N	HER-LE-1-3	-43.5356	171.1739	683	5	2.65	0.999	182000	6000	NIST_27900	0	0	0	2012	27180	1085	-	-	26223	1642	870	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-47	Roth2014a-N	HER-LE-1-4	-43.5353	171.1742	682	5	2.65	0.999	157000	7000	NIST_27900	1190000	400000	Z92-0222	2012	23466	1154	26350	9000	22718	1578	1019	24407	8464	8303	-
Rother et al. (2014a)	boulder	Roth2014a-48	Roth2014a-O	HER-LH-1-1	-43.5067	171.1650	722	4	2.65	0.999	127000	3000	NIST_27900	0	0	0	2012	18238	617	-	-	17761	1031	421	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-49	Roth2014a-O	HER-LH-1-2	-43.5061	171.1622	724	4	2.65	0.999	136000	6000	NIST_27900	0	0	0	2012	19535	950	-	-	18961	1310	841	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-50	Roth2014a-O	HER-LH-1-3	-43.5058	171.1597	731	5	2.65	0.999	141000	1000	NIST_27900	810000	120000	Z92-0222	2012	20258	769	17259	2637	19669	1052	140	16066	2630	2399	-
Rother et al. (2014a)	boulder	Roth2014a-51	Roth2014a-O	HER-LH-1-4	-43.5033	171.1556	737	5	2.65	0.999	130000	6000	NIST_27900	0	0	0	2012	18534	895	-	-	18093	1274	839	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-52	Roth2014a-P	HER-LH-2-1	-43.5058	171.1553	744	5	2.65	0.999	131000	4000	NIST_27900	0	0	0	2012	18693	739	-	-	18119	1110	556	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-53	Roth2014a-P	HER-LH-2-2	-43.5022	171.1506	745	4	2.65	0.999	144000	6000	NIST_27900	660000	160000	Z92-0222	2012	20260	966	13837	3358	19677	1329	824	12802	3239	3123	-
Rother et al. (2014a)	boulder	Roth2014a-54	Roth2014a-P	HER-LH-2-3	-43.5022	171.1506	745	4	2.65	0.999	123000	3000	NIST_27900	0	0	0	2012	17343	599	-	-	16866	985	413	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-55	Roth2014a-P	HER-LH-2-4	-43.5128	171.1664	690	5	2.65	0.999	121000	5000	NIST_27900	0	0	0	2012	18072	779	-	-	17553	1182	729	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-56	Roth2014a-P	HER-LH-2-5	-43.5128	171.1667	690	5	2.65	0.999	134000	4000	NIST_27900	0	0	0	2012	19936	795	-	-	19392	1181	582	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-57	Roth2014a-Q	HER-ST-1-1	-43.4297	171.1253	1207	4	2.65	0.999	283000	6000	NIST_27900	0	0	0	2012	26979	833	-	-	25834	1479	551	-	-	-	-
Rother et al. (2014a)	boulder	Roth2014a-58	Roth2014a-Q	HER-ST-1-2	-43.4289	171.1247	1200	4	2.65	0.999	243000	6000	NIST_27900	0	0	0	2012	23318	745	-	-	22393	1312	556	-	-	-	-

Reference:
Rother H, Fink D, Shulmeister J, Mifsud C, Evans M, Pugh J, 2014a. The early rise and late demise of New Zealand's last glacial maximum. Proceedings of the National Academy of Sciences 111, 11630-11635.

Data comments:
Sample density assumed to be 2.65 g/cm3.
Sampling year assumed to be 2012.

expage.github.io
